"﻿""REF_DATE""",GEO,DGUID,Investment status,Ownership type,Property type,Period of construction,Estimates,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Median assessment value,Dollars,81,units,0,v1484733309,387.2.3.4.2.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Total assessment value,Dollars,81,units,0,v1484733310,387.2.3.4.2.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Average total living area,Square feet,279,units,0,v1484733311,387.2.3.4.2.6,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1960 or earlier,Median total living area,Square feet,279,units,0,v1484733312,387.2.3.4.2.7,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Number,Number,223,units,0,v1484733313,387.2.3.4.3.1,10,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Percentage - investment status,Percent,239,units,0,v1484733314,387.2.3.4.3.2,66.7,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Average assessment value,Dollars,81,units,0,v1484733315,387.2.3.4.3.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Median assessment value,Dollars,81,units,0,v1484733316,387.2.3.4.3.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Total assessment value,Dollars,81,units,0,v1484733317,387.2.3.4.3.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Average total living area,Square feet,279,units,0,v1484733318,387.2.3.4.3.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1961 to 1970,Median total living area,Square feet,279,units,0,v1484733319,387.2.3.4.3.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Number,Number,223,units,0,v1484733320,387.2.3.4.4.1,35,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Percentage - investment status,Percent,239,units,0,v1484733321,387.2.3.4.4.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Average assessment value,Dollars,81,units,0,v1484733322,387.2.3.4.4.3,330000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Median assessment value,Dollars,81,units,0,v1484733323,387.2.3.4.4.4,347000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Total assessment value,Dollars,81,units,0,v1484733324,387.2.3.4.4.5,11000000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Average total living area,Square feet,279,units,0,v1484733325,387.2.3.4.4.6,1410,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1971 to 1980,Median total living area,Square feet,279,units,0,v1484733326,387.2.3.4.4.7,1360,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Number,Number,223,units,0,v1484733327,387.2.3.4.5.1,30,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Percentage - investment status,Percent,239,units,0,v1484733328,387.2.3.4.5.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Average assessment value,Dollars,81,units,0,v1484733329,387.2.3.4.5.3,350000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Median assessment value,Dollars,81,units,0,v1484733330,387.2.3.4.5.4,320000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Total assessment value,Dollars,81,units,0,v1484733331,387.2.3.4.5.5,10600000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Average total living area,Square feet,279,units,0,v1484733332,387.2.3.4.5.6,1480,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1981 to 1990,Median total living area,Square feet,279,units,0,v1484733333,387.2.3.4.5.7,1550,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Number,Number,223,units,0,v1484733334,387.2.3.4.6.1,30,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Percentage - investment status,Percent,239,units,0,v1484733335,387.2.3.4.6.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Average assessment value,Dollars,81,units,0,v1484733336,387.2.3.4.6.3,440000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Median assessment value,Dollars,81,units,0,v1484733337,387.2.3.4.6.4,397000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Total assessment value,Dollars,81,units,0,v1484733338,387.2.3.4.6.5,13900000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Average total living area,Square feet,279,units,0,v1484733339,387.2.3.4.6.6,1460,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,1991 to 2000,Median total living area,Square feet,279,units,0,v1484733340,387.2.3.4.6.7,1410,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Number,Number,223,units,0,v1484733341,387.2.3.4.7.1,30,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Percentage - investment status,Percent,239,units,0,v1484733342,387.2.3.4.7.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Average assessment value,Dollars,81,units,0,v1484733343,387.2.3.4.7.3,480000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Median assessment value,Dollars,81,units,0,v1484733344,387.2.3.4.7.4,464000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Total assessment value,Dollars,81,units,0,v1484733345,387.2.3.4.7.5,13800000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Average total living area,Square feet,279,units,0,v1484733346,387.2.3.4.7.6,1570,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2001 to 2005,Median total living area,Square feet,279,units,0,v1484733347,387.2.3.4.7.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Number,Number,223,units,0,v1484733348,387.2.3.4.8.1,35,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Percentage - investment status,Percent,239,units,0,v1484733349,387.2.3.4.8.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Average assessment value,Dollars,81,units,0,v1484733350,387.2.3.4.8.3,460000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Median assessment value,Dollars,81,units,0,v1484733351,387.2.3.4.8.4,465000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Total assessment value,Dollars,81,units,0,v1484733352,387.2.3.4.8.5,14300000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Average total living area,Square feet,279,units,0,v1484733353,387.2.3.4.8.6,1520,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2006 to 2010,Median total living area,Square feet,279,units,0,v1484733354,387.2.3.4.8.7,1520,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Number,Number,223,units,0,v1484733355,387.2.3.4.9.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Percentage - investment status,Percent,239,units,0,v1484733356,387.2.3.4.9.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Average assessment value,Dollars,81,units,0,v1484733357,387.2.3.4.9.3,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Median assessment value,Dollars,81,units,0,v1484733358,387.2.3.4.9.4,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Total assessment value,Dollars,81,units,0,v1484733359,387.2.3.4.9.5,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Average total living area,Square feet,279,units,0,v1484733360,387.2.3.4.9.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2011 to 2015,Median total living area,Square feet,279,units,0,v1484733361,387.2.3.4.9.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Number,Number,223,units,0,v1484733362,387.2.3.4.10.1,5,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Percentage - investment status,Percent,239,units,0,v1484733363,387.2.3.4.10.2,100,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Average assessment value,Dollars,81,units,0,v1484733364,387.2.3.4.10.3,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Median assessment value,Dollars,81,units,0,v1484733365,387.2.3.4.10.4,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Total assessment value,Dollars,81,units,0,v1484733366,387.2.3.4.10.5,,..,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Average total living area,Square feet,279,units,0,v1484733367,387.2.3.4.10.6,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Row house,2016 to reference period,Median total living area,Square feet,279,units,0,v1484733368,387.2.3.4.10.7,,x,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Number,Number,223,units,0,v1484733369,387.2.3.5.1.1,1870,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Percentage - investment status,Percent,239,units,0,v1484733370,387.2.3.5.1.2,98.2,,,,1
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Average assessment value,Dollars,81,units,0,v1484733371,387.2.3.5.1.3,290000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Median assessment value,Dollars,81,units,0,v1484733372,387.2.3.5.1.4,315000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Total assessment value,Dollars,81,units,0,v1484733373,387.2.3.5.1.5,496200000,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Average total living area,Square feet,279,units,0,v1484733374,387.2.3.5.1.6,1010,,,,0
2021,"Burlington, City",2016A00053524002,Investment property,Business and government,Condominium apartment,"Total, all periods of construction",Median total living area,Square feet,279,units,0,v1484733375,387.2.3.5.1.7,1110,,,,0
